语料,分,建议,赞,分类,理由,来源,url,备注
有一个问题 主轨道绑着五个人，备用轨道绑着一个人，一辆电车失控驶来，你手边有一个摇杆推下去，牺牲一个人不推，五个人丧生，你会怎么选？  ⇒  性质都是一样的,34,删,0,D 孤独 / 没人,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
今天是2022年10月9号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫薛杰的男孩  ⇒  你…还在吗……,34,删,0,B 失去 / 离别,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
今天是2021年7月19号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫柳峥峥的男孩  ⇒  已经不在了……,34,删,0,B 失去 / 离别,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
考到沈阳了  ⇒  一路顺风☺️,34,删,0,Z 其他,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  怎么没有评论,34,删,0,Z 其他,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
我经常霸凌别人  ⇒  你去霸凌干啥,34,删,0,Z 其他,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
你也去吧😂  ⇒  你是施暴者吗,34,删,0,Z 其他,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
我父亲因为过失杀人，判刑20年。我母亲一辈子只知道赌博，欠一屁股债，后来跟一个大她十几岁的男人跑了。曾经的我颤颤巍巍，跟人说话都瑟瑟发抖。我做过搬运工，当过饲养员，在工厂做过流水线…后面自考本科，快毕业，在备考研！我一直坚信，所有的事情都是上天最好的安排！  ⇒  第二次看到了,34,删,0,H 身体 / 睡眠,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
我父亲因为过失杀人，判刑20年。我母亲一辈子只知道赌博，欠一屁股债，后来跟一个大她十几岁的男人跑了。曾经的我颤颤巍巍，跟人说话都瑟瑟发抖。我做过搬运工，当过饲养员，在工厂做过流水线…后面自考本科，快毕业，在备考研！我一直坚信，所有的事情都是上天最好的安排！  ⇒  🫵,34,删,0,H 身体 / 睡眠,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
我经常被校园霸凌  ⇒  你直接欧美他,34,删,0,Z 其他,过短,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
我物理考差了，我爸一直在骂我，我还要不要继续坚持下去  ⇒  必须狠狠坚持,34,删,0,E 愤怒 / 被欺负,过短,网易云《我不难过》,https://music.163.com/#/song?id=,
这个账号如果五个月内没有注销，那就说明我战胜了胃癌晚期  ⇒  一定要加油,34,删,0,Z 其他,过短,网易云《我不难过》,https://music.163.com/#/song?id=,安慰语命中
最近不经常听这个歌了 路过的提醒我一下拜托啦[爱心]  ⇒  一年了，来听歌,34,删,0,Z 其他,过短,网易云《我不难过》,https://music.163.com/#/song?id=,
这个账号如果五个月内没有注销，那就说明我战胜了胃癌晚期  ⇒  加油加油加油,34,删,0,Z 其他,过短,网易云《我不难过》,https://music.163.com/#/song?id=,安慰语命中
这个账号如果五个月内没有注销，那就说明我战胜了胃癌晚期  ⇒  活到88岁,34,删,0,Z 其他,过短,网易云《我不难过》,https://music.163.com/#/song?id=,
啊抱抱你呀宝宝  ⇒  谢谢你宝宝,34,删,0,Z 其他,过短,网易云《难过》,https://music.163.com/#/song?id=,
叫我婷婷，私信收到我爱你  ⇒  婷婷天天开心,34,删,0,Z 其他,过短,网易云《难过》,https://music.163.com/#/song?id=,
每次想一个人都跑过来听  ⇒  4年了还想吗,34,删,0,D 孤独 / 没人,过短,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
我有时候孤独的想哭，这个世界上我的朋友很多，但是没有人听我喜欢的歌，没有人理解我在想什么。人们来来往往，我笑着和他们挥手，心里却空落落的。  ⇒  现在过的好不好,34,删,0,D 孤独 / 没人,过短,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
为什么你的头像看起来那么大[晕]  ⇒  因为有个挂件,34,删,0,Z 其他,过短,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
谁可以和我凑一对  ⇒  卡不卡性别的？,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
26的老阿姨了 家里催的不行 来个同龄的小哥哥凑一对[大哭]  ⇒  找到了吗？,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
26的老阿姨了 家里催的不行 来个同龄的小哥哥凑一对[大哭]  ⇒  还有机会认识吗,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
但是这首歌是原曲啊 就是歌词不一样  ⇒  原曲泰语歌,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
26的老阿姨了 家里催的不行 来个同龄的小哥哥凑一对[大哭]  ⇒  33咯妹妹,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
谁赞我谁给我开黑胶！就这么豪横！  ⇒  转我钱就可以,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
26的老阿姨了 家里催的不行 来个同龄的小哥哥凑一对[大哭]  ⇒  现在还可以不,34,删,0,Z 其他,过短,网易云《失恋》,https://music.163.com/#/song?id=,
也是因为这句“因为你担心的是你自己”我才认为是写给爱人，在一声声我爱你中告别。但我想了想，如果结合上面的话，我听出来的是“因为你要担心的人是你自己啊”最后，一声声“我爱你”都是在提醒你，爱别人，但也要爱自己，照顾好自己。  ⇒  说的可对了,34,删,0,Z 其他,过短,网易云《关于我爱你》,https://music.163.com/#/song?id=,
2026了还有人看夏日重现吗[哭哭]  ⇒  在看最后一集了,34,删,0,Z 其他,过短,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
2026了还有人看夏日重现吗[哭哭]  ⇒  今天刚看完,34,删,0,Z 其他,过短,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
这不是一路生花，这是一路生锈[惶恐]  ⇒  法国发个红包,34,删,0,Z 其他,过短,网易云《一路生花》,https://music.163.com/#/song?id=,
明天考研一定要上岸！我们都要成为心中理想的自己！  ⇒  考研已上岸,34,删,0,Z 其他,过短,网易云《一路生花》,https://music.163.com/#/song?id=,
就在刚刚，面试结果出来了！！！面试前三天通知我，笔试递补进面，但三天内我实现了面试第二的逆袭。终于，终于，上岸了，毕业即入编，我做到了！！！  ⇒  恭喜你接好运,34,删,0,Z 其他,过短,网易云《一路生花》,https://music.163.com/#/song?id=,
加油 努力了这么久不是为了走到这里[流泪]！你一定可以的  ⇒  谢谢小宝🥺,34,删,0,Z 其他,过短,网易云《一程山路》,https://music.163.com/#/song?id=,
我在此立誓，一年后从一个胖子练成八块腹肌，如果一年后我没有晒出照片，请在坐各位尽情嘲笑我，  ⇒  26年来报到,34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
2025年7月30日，一个近乎产后抑郁的女士开始自救，运动，学习，听歌……  ⇒  女孩子你不会输,34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
2025年7月30日，一个近乎产后抑郁的女士开始自救，运动，学习，听歌……  ⇒  女孩你顶天立地,34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
同是编制内人员！不过我是20年的考生～祝我们前程似锦  ⇒  加油[可爱],34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,安慰语命中
我得了白血病，坚持治疗半年了，第一次移植还失败了，不过我不会就这么死去，加油吧，一定会好的[可爱]  ⇒  你还好吗？,34,删,0,A 被否定 / 失败,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
2026年听《追梦赤子心》的人都顺利上岸好不好🥺  ⇒  2027年:,34,删,0,Z 其他,过短,网易云《追梦赤子心》,https://music.163.com/#/song?id=,
妈妈最希望的就是你好好生活  ⇒  好的菲菲,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
这辈子没叫过妈妈，因为我妈妈为了生我去世了，所以我从来不过生日[皱眉]  ⇒  开心点兄弟👬,34,删,0,B 失去 / 离别,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
赵雷也是个瓦学弟  ⇒  这玩笑开不得,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
长大了么孩子  ⇒  荷兰小孩吗🤔,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
赵雷也是个瓦学弟  ⇒  长大了么孩子,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
  ⇒  奇偶开心koò,34,删,0,Z 其他,过短,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
鹅子听完我有一个好爸爸后娃他妈不开心了，放好妈妈安慰一下他妈妈[大哭]  ⇒  旁话边%l,34,删,0,Z 其他,过短,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
：我有一个好妈妈我从来也不骑。。。😂我家容易唱串了  ⇒  wozwm,34,删,0,Z 其他,过短,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
女儿晚上入睡前重复唱这首，好感动  ⇒  dox 9,34,删,0,Z 其他,过短,网易云《我有一个好妈妈》,https://music.163.com/#/song?id=,
数学题好难啊，可是我想带妈妈去更远的地方💕  ⇒  现在 如愿了吗,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  蹲蹲蹲蹲蹲,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  2026了,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
我有一个很小众的故事，我在 2027 年来讲，到时候一定要过来听  ⇒  2026年了,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
不要在听歌的时候才心疼妈妈哟  ⇒  好的[装可爱],34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
嗯嗯嗯兄弟你也开心就好[偷笑]  ⇒  非常好听❤️,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
在这儿蹲25年还在听MOM的人🙈  ⇒  26年也在听,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
我诅咒你们，八十岁了还被爸妈打。  ⇒  谢了，你也是,34,删,0,Z 其他,过短,网易云《MOM》,https://music.163.com/#/song?id=,
很矛盾，为啥我听着有点难听又有点好听[笑哭了]  ⇒  一样😂😂😂,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
刚发三个月，不要急[开心]  ⇒  两年了,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
妈妈还在昏迷中，赶快醒来吧  ⇒  祝福你妈妈,34,删,0,Z 其他,过短,网易云《妈妈》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  注销了……,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  下辈子要幸福,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
好古老的评论区，有2025的吗😳  ⇒  2026行吗？,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  再见了，陌生人,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
还有今年的吗？感觉评论都好老  ⇒  有的，兄弟,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
唱歌不用怕跑调，因为生活本来就不着调  ⇒  这个是真摇滚🤘,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
"记得我最苦的日子,天天愁的睡不着，24的大男人身无分文外债一堆，学历低家境贫，只有一个陪了我7年的傻女友，我甚至无助到在半夜心痛到哭泣，我只能一天19个小时的努力，边学习边工作边陪酒装孙子。今年而立，我有了车买了房，这都不重要，重要的是傻女友变成了傻老婆。  ⇒  对她好点哥",34,删,0,D 孤独 / 没人,过短,网易云《活着》,https://music.163.com/#/song?id=,
好想回到妈妈的肚子里被打掉  ⇒  人生下来必有用,34,删,0,Z 其他,过短,网易云《活着》,https://music.163.com/#/song?id=,
17岁 厨师学徒 两个月 一个月1200 很累 但是从今天开始 加油吧！ 周远勇[呲牙]  ⇒  现在怎么样了,34,删,0,C 疲惫 / 撑不住,过短,网易云《活着》,https://music.163.com/#/song?id=,
叫我一声月月，你会收到不同的私信  ⇒  月月[亲亲],34,删,0,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
我在等100个女孩子叫我瑞瑞  ⇒  瑞瑞,34,删,0,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
有没有推荐的粤语歌[提问]  ⇒  月半小夜曲,34,删,0,Z 其他,过短,网易云《活着Viva》,https://music.163.com/#/song?id=,
